rank1	rank2	rank3	rank4	name	#records	#title	#GPS	#uniqueGPS	gbnumber	lat_lon	country
Alveolata	Ciliophora	Intramacronucleata	Nassophorea	Orthodonella_apohamatus	1	1	0	0	['DQ232761']	[]	['']	[' Phylogenetic Position of Orthodonella apohamatus (Protozoa, Ciliophora, Nassophorea) Inferred from Complete Small Subunit rRNA Gene Sequences']
Alveolata	Ciliophora	Intramacronucleata	Nassophorea	Trochiliopsis_australis	1	1	0	0	['JQ918367']	[]	['']	[' Phylogeny of the poorly known ciliates, microthoracida, a systematically confused taxon (ciliophora), with morphological reports of three species']
Alveolata	Ciliophora	Intramacronucleata	Nassophorea	Zosterodasys_agamalievi	1	1	0	0	['FJ008926']	[]	['USA']	[' Phylogeny and systematic position of Zosterodasys (Ciliophora, Synhymeniida)']
Alveolata	Ciliophora	Intramacronucleata	Nassophorea	Zosterodasys_transverses	1	1	0	0	['EU286812']	[]	['']	[' Small subunit rRNA phylogenies show that the class nassophorea is not monophyletic (Phylum Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Ancistrum_japonicum	1	1	0	0	['JQ956536']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Ancistrum_mytili	1	1	0	0	['JQ956535']	[]	['Germany']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Apocarchesium_arndti	1	1	0	0	['GQ221940']	[]	['']	[' A new flagship peritrich (Ciliophora, Peritrichida) from the River Rhine, Germany']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Apocarchesium_rosettum	4	1	0	0	['GU987030', 'GU987029', 'GU987028', 'GU187056']	[]	['']	[' Molecular phylogeny of the family Vorticellidae (Ciliophora, Peritrichia) using combined datasets with a special emphasis on the three morphologically similar genera Carchesium, Epicarchesium and Apocarchesium']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Apofrontonia_dohrni	1	1	0	0	['AM072621']	[]	['Italy']	[' Apofrontonia dohrni sp. n. and the phylogenetic relationships within Peniculia (Protista, Ciliophora, Oligohymenophorea)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Aristerostoma_marinum	1	1	0	0	['EU264562']	[]	['Norway']	[' Phylogenetic placement of the Cyrtolophosididae Stokes, 1888 (Ciliophora; Colpodea) and neotypification of Aristerostoma marinum Kahl, 1931']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Astylozoon_enriquesi	1	1	0	0	['AY049000']	[]	['']	[' ssrDNA sequence of Astylozoon enriquesi']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Biggaria_bermudensis	1	1	0	0	['JQ956541']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Bromeliophrya_brasiliensis	1	1	0	0	['AJ810075']	[]	['Ecuador']	[' Endemic ciliates (Protozoa, Ciliophora) from tank bromeliads (Bromeliaceae)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Campanella_umbellaria	1	1	0	0	['AF401524']	[]	['']	[' Phylogenetic relationships of the subclass Peritrichia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Carchesium_polypinum	27	5	0	0	['GU987027', 'GU987026', 'GU987025', 'GU187055', 'GU187054', 'GU187053', 'AF401522', 'HM852994', 'HM852993', 'HM852992', 'HM852991', 'HM852990', 'HM852989', 'HM852988', 'HM852987', 'HM852986', 'HM852985', 'HM852984', 'HM852983', 'HM852982', 'HM852981', 'HM852980', 'HM852979', 'HM852978', 'HM852977', 'JN120247', 'AB074079']	[]	['', 'Japan']	[' Molecular phylogeny of the family Vorticellidae (Ciliophora, Peritrichia) using combined datasets with a special emphasis on the three morphologically similar genera Carchesium, Epicarchesium and Apocarchesium', ' Phylogenetic relationships of the subclass Peritrichia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences', ' Evidence for cryptic speciation in Carchesium polypinum Linnaeus, 1758 (Ciliophora', ' Vorticella Linnaeus, 1767 (Ciliophora, Oligohymenophora, Peritrichia) is a Grade not a Clade', ' Phylogenetic relationships between Vorticella convallaria and other species inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Cinetochilum_ovale	1	1	0	0	['FJ870103']	[]	['']	[' Molecular evolution of Cinetochilum and Sathrophilus (Protozoa, Ciliophora, Oligohymenophorea), two genera of ciliates with morphological affinities to scuticociliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Colpidium_colpoda	1	1	0	0	['EF070266']	[]	['']	[' Barcoding ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Conchophthirus_cucumis	1	1	0	0	['JQ956543']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Conchophthirus_lamellidens	1	1	0	0	['JQ956542']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Cothurnia_annulata	1	1	0	0	['KU363275']	[]	['']	[' An integrative approach to phylogeny reveals patterns of environmental distribution and novel evolutionary relationships in a major group of ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Cristigera_media	1	1	0	0	['FJ868180']	[]	['China']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Cristigera_pleuronemoides	1	1	0	0	['KF256816']	[]	['China']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Cyclidium_marinum	1	1	0	0	['JQ956553']	[]	['Germany']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Cyclidium_plouneouri	4	2	0	0	['FJ868181', 'KF256819', 'KF256818', 'U27816']	[]	['China', '']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids', ' Multiple origins of anaerobic ciliates with hydrogenosomes within the radiation of aerobic ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Cyclidium_porcatum	2	2	0	0	['Z29517', 'DQ383283']	[]	['', 'United Kingdom']	[' Cyclidium porcatum n. sp. A free-living anaerobic scuticociliate containing a stable complex of hydrogenosomes, eubacteria and archaeobacteria', ' Multiple cosmopolitan ecotypes within a microbial eukaryote morphospecies']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Cyclidium_varibonneti	1	1	0	0	['KF256817']	[]	['China']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Dexiostoma_campyla	1	1	0	0	['X56532']	[]	['']	[' Phylogenetic relationships within the class Oligohymenophorea, phylum Ciliophora, inferred from the complete small subunit rRNA gene sequences of Colpidium campylum, Glaucoma chattoni, and Opisthonecta henneguyi']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Dexiotricha_cf_granulosa	1	1	0	0	['KF878931']	[]	['China']	[' Morphological reports on two species of Dexiotricha (Ciliophora, Scuticociliatia), with a note on the phylogenetic position of the genus']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Dexitrichides_pangi	1	1	0	0	['AY212805']	[]	['']	[' Dexiotrichides pangi n. sp. (protozoa, ciliophora, scuticociliatia), a new marine ciliate from the north China sea']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Entorhipidium_enchi	1	1	0	0	['JQ956545']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Entorhipidium_tenue	2	2	0	0	['AY541688', 'JQ956544']	[]	['', 'China']	[' Scuticociliate endosymbionts of echinoids (phylum Echinodermata)', ' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epicarchesium_abrae	1	1	0	0	['DQ190462']	[]	['']	[' Phylogenetic Position of Epicarchesium abrae (Protozoa, Ciliophora, Oligohymenophorea) Inferred from Complete Small Subunit rRNA Gene Sequence']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epicarchesium_pectinatum	3	1	0	0	['KU363260', 'KU363251', 'KU363246']	[]	['']	[' An integrative approach to phylogeny reveals patterns of environmental distribution and novel evolutionary relationships in a major group of ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_camprubii	1	1	0	0	['KP713786']	[]	['']	[' Description of Epistylis camprubii n. sp., a species highly tolerant to ammonium and nitrite']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_cf_galea	1	1	0	0	['KU363242']	[]	['']	[' An integrative approach to phylogeny reveals patterns of environmental distribution and novel evolutionary relationships in a major group of ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_chlorelligerum	3	1	0	0	['KM096377', 'KM096376', 'KM096375']	[]	['']	[' Morphology and Molecular Phylogeny of Two Freshwater Peritrich Ciliates, Epistylis chlorelligerum and E. chrysemydis (Ciliophora, Peritrichia)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_chrysemydis	2	2	0	0	['AF335514', 'KM096378']	[]	['']	[' Phylogenetic relationships of the subclass peritrichia (Oligohymenophorea, Ciliophora) with emphasis on the genus Epistylis, inferred from small subunit rRNA gene sequences', ' Morphology and Molecular Phylogeny of Two Freshwater Peritrich Ciliates, Epistylis chlorelligerum and E. chrysemydis (Ciliophora, Peritrichia)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_galea	1	1	0	0	['AF401527']	[]	['']	[' Phylogenetic relationships of the subclass Peritrichia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_hentscheli	1	1	0	0	['AF335513']	[]	['']	[' Phylogenetic relationships of the subclass peritrichia (Oligohymenophorea, Ciliophora) with emphasis on the genus Epistylis, inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_plicatilis	3	2	0	0	['AF335517', 'HM627236', 'HM627235']	[]	['']	[' Phylogenetic relationships of the subclass peritrichia (Oligohymenophorea, Ciliophora) with emphasis on the genus Epistylis, inferred from small subunit rRNA gene sequences', ' Expanded phylogenetic representation of genera Opercularia and Epistylis sheds light on the evolution and higher-level taxonomy of peritrich ciliates (Ciliophora']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_portoalegrensis	2	1	0	0	['KT358502', 'KT358501']	[]	['']	[' Epistylis portoalegrensis n. sp. (Ciliophora, Peritrichia)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_riograndensis	1	1	0	0	['KM594566']	[]	['']	[' Description of Epistylis riograndensis n.sp. (Ciliophora']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_urceolata	1	1	0	0	['AF335516']	[]	['']	[' Phylogenetic relationships of the subclass peritrichia (Oligohymenophorea, Ciliophora) with emphasis on the genus Epistylis, inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Epistylis_wenrichi	1	1	0	0	['AF335515']	[]	['']	[' Phylogenetic relationships of the subclass peritrichia (Oligohymenophorea, Ciliophora) with emphasis on the genus Epistylis, inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Eurystomatella_sinica	2	2	0	0	['FJ012143', 'JX310021']	[]	['', 'China']	[' Description of Eurystomatella sinica n. gen., n. sp., with establishment of a new family Eurystomatellidae n. fam. (Protista, Ciliophora, Scuticociliatia) and analyses of its phylogeny inferred from sequences of the small-subunit rRNA gene', ' Multigene-based analyses on evolutionary phylogeny of two controversial ciliate orders']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Falcicyclidium_atractodes	1	1	0	0	['FJ868182']	[]	['China']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Falcicyclidium_fangi	3	1	0	0	['FJ868185', 'FJ868184', 'FJ868183']	[]	['China']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_canadensis	7	3	0	0	['FJ868196', 'KM222112', 'KJ475310', 'KJ475312', 'KJ475311', 'KJ475309', 'KJ475313']	[]	['China']	[' Morphology of three new marine Frontonia species (Ciliophora; Peniculida) with note on the phylogeny of this genus', ' The All-Data-Based Evolutionary Hypothesis of Ciliated Protists with a Revised Classification of the Phylum Ciliophora (Eukaryota, Alveolata)', " Association and Evaluation of 'Barcode' Genes among closely related Frontonia spp. (Ciliophora, Protozoa)"]
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_didieri	4	2	0	0	['KJ475299', 'KJ475297', 'KJ475298', 'DQ885986']	[]	['China', '']	[" Association and Evaluation of 'Barcode' Genes among closely related Frontonia spp. (Ciliophora, Protozoa)", ' Phylogenetic position of Frontonia didieri inferred from complete small subunit rRNA gene sequence']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_elegans	5	2	0	0	['FJ868200', 'FJ868199', 'KJ475303', 'KJ475302', 'KJ475301']	[]	['China']	[' Morphology of three new marine Frontonia species (Ciliophora; Peniculida) with note on the phylogeny of this genus', " Association and Evaluation of 'Barcode' Genes among closely related Frontonia spp. (Ciliophora, Protozoa)"]
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_leucas	1	1	0	0	['AM072622']	[]	['Italy']	[' Apofrontonia dohrni sp. n. and the phylogenetic relationships within Peniculia (Protista, Ciliophora, Oligohymenophorea)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_lynni	1	1	0	0	['DQ190463']	[]	['']	[' Phylogenetic position of Frontonia lynni inferred from complete small subunit rRNA gene sequence']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_magna	1	1	0	0	['FJ876953']	[]	['China']	[' Two novel marine Frontonia species, Frontonia mengi spec. nov. and Frontonia magna spec. nov. (Protozoa; Ciliophora), with notes on their phylogeny based on small-subunit rRNA gene sequence data']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_mengi	1	1	0	0	['FJ875141']	[]	['China']	[' Two novel marine Frontonia species, Frontonia mengi spec. nov. and Frontonia magna spec. nov. (Protozoa; Ciliophora), with notes on their phylogeny based on small-subunit rRNA gene sequence data']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_ocularis	1	1	0	0	['FJ868198']	[]	['China']	[' Studies on Three Diverse Frontonia Species (Ciliophora, Peniculida), with Brief Notes on 14 Marine or Brackish Congeners']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_paramagna	3	1	0	0	['KJ475304', 'KJ475306', 'KJ475305']	[]	['China']	[" Association and Evaluation of 'Barcode' Genes among closely related Frontonia spp. (Ciliophora, Protozoa)"]
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_pusilla	1	1	0	0	['FJ868201']	[]	['China']	[' Morphology of three new marine Frontonia species (Ciliophora; Peniculida) with note on the phylogeny of this genus']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_sinica	2	2	0	0	['FJ868197', 'KJ475308']	[]	['China']	[' Morphology of three new marine Frontonia species (Ciliophora; Peniculida) with note on the phylogeny of this genus', " Association and Evaluation of 'Barcode' Genes among closely related Frontonia spp. (Ciliophora, Protozoa)"]
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_subtropica	1	1	0	0	['FJ868202']	[]	['China']	[' Morphology of three new marine Frontonia species (Ciliophora; Peniculida) with note on the phylogeny of this genus']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_tchibisovae	5	3	0	0	['KJ475319', 'KJ475318', 'KJ475316', 'DQ885987', 'DQ883820']	[]	['China', '']	[" Association and Evaluation of 'Barcode' Genes among closely related Frontonia spp. (Ciliophora, Protozoa)", ' Phylogenetic position of Frontonia tchibisovae inferred from complete small subunit rRNA gene sequence', ' Phylogenetic analysis on Frontonia tchibisovae inferred from small subunit ribosomal RNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Frontonia_vernalis	1	1	0	0	['U97110']	[]	['']	[' Ciliate SSUrDNA phylogenetic analyses']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Glaucoma_chattoni	1	1	0	0	['X56533']	[]	['']	[' Phylogenetic relationships within the class Oligohymenophorea, phylum Ciliophora, inferred from the complete small subunit rRNA gene sequences of Colpidium campylum, Glaucoma chattoni, and Opisthonecta henneguyi']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Glaucoma_scintillans	1	1	0	0	['AJ511861']	[]	['']	[' Improvement of ciliate identification and quantification']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Glaucomides_bromelicola	1	1	0	0	['AJ810077']	[]	['Dominican Republic']	[' Endemic ciliates (Protozoa, Ciliophora) from tank bromeliads (Bromeliaceae)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Glauconema_trihymene	1	1	0	0	['GQ214552']	[]	['Hong Kong']	[' Diverse modes of reproduction in the marine free-living ciliate Glauconema trihymene']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hippocomos_salinus	1	1	0	0	['JX310012']	[]	['China']	[' Multigene-based analyses on evolutionary phylogeny of two controversial ciliate orders']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Histiobalantium_comosa	1	1	0	0	['KU665372']	[]	['']	[' Molecular Phylogeny and Evolutionary Relationships between the Ciliate Genera Peniculistoma and Mytilophilus (Peniculistomatidae, Pleuronematida)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Histiobalantium_minor	1	1	0	0	['JX310013']	[]	['China']	[' Multigene-based analyses on evolutionary phylogeny of two controversial ciliate orders']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Histiobalantium_natans	1	1	0	0	['AB450957']	[]	['Japan']	[' Morphologic and molecular characterization of Histiobalantium natans viridis Kahl, 1931 (Ciliophora, Scuticociliatida)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Homalogastra_setosa	3	2	0	0	['GU590870', 'EF158848', 'EF158847']	[]	['']	[' Direct Submission', ' 18S rDNA and ITS based phylogeny of Homalogastra setosa Kahl, 1926']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Lembadion_bullinum	1	1	0	0	['AF255358']	[]	['']	[' Phylogenetic relationships of the Subclass Peniculia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Madsenia_indomita	1	1	0	0	['JQ956550']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Mesanophrys_carcini	3	2	0	0	['AY103189', 'JN885086', 'JN885085']	[]	['', 'China']	[' Phylogenetic Positions of Two Ciliates, Paranophrys magna and Mesanophrys carcini (Protozoa, Ciliophora, Oligohymenophorea), within the Subclass Scuticociliatia Inferred from Complete Small Subunit rRNA Gene Sequences', ' Insights into the phylogenetic and taxonomy of philasterid ciliates (Protozoa, Ciliophora, Scuticociliatia) based on analyses of multiple molecular markers']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Metanophrys_similis	1	1	0	0	['AY314803']	[]	['']	[' Phylogenetic Positions of Metanophrys similis (Protozoa, Ciliophora, Oligohymenophorea), Within the Subclass Scuticociliatia Inferred from Complete Small Subunit rRNA Gene Sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Myoschiston_duplicatum	1	1	0	0	['JN836351']	[]	['']	[' Molecular and Morphological Characterization of a Poorly Known Marine Ciliate, Myoschiston duplicatum Precht, ']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Myschiston_cf_duplicatum	1	1	0	0	['JN836352']	[]	['']	[' Molecular and Morphological Characterization of a Poorly Known Marine Ciliate, Myoschiston duplicatum Precht, ']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Mytilophilus_pacificae	10	2	0	0	['KU665354', 'KU665353', 'KU665352', 'KU665351', 'KU665350', 'KU665349', 'KU665348', 'KU665347', 'KU665346', 'JQ956546']	[]	['', 'China']	[' Molecular Phylogeny and Evolutionary Relationships between the Ciliate Genera Peniculistoma and Mytilophilus (Peniculistomatidae, Pleuronematida)', ' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Myxophyllum_magnum	1	1	0	0	['JQ956547']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Opercularia_allensi	1	1	0	0	['HM627238']	[]	['']	[' Expanded phylogenetic representation of genera Opercularia and Epistylis sheds light on the evolution and higher-level taxonomy of peritrich ciliates (Ciliophora']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Opercularia_microdiscum	1	1	0	0	['AF401525']	[]	['']	[' Phylogenetic relationships of the subclass Peritrichia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Ophrydium_versatile	1	1	0	0	['AF401526']	[]	['']	[' Phylogenetic relationships of the subclass Peritrichia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Ophryoglena_catenula	1	1	0	0	['U17355']	[]	['']	[' Phylogeny of the fish parasite Ichthyophthirius and its relatives Ophryoglena and Tetrahymena (Ciliophora, Hymenostomatia) inferred from 18S ribosomal RNA sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Opisthonecta_henneguyi	2	2	0	0	['X56531', 'JN120201']	[]	['']	[' Phylogenetic relationships within the class Oligohymenophorea, phylum Ciliophora, inferred from the complete small subunit rRNA gene sequences of Colpidium campylum, Glaucoma chattoni, and Opisthonecta henneguyi', ' Vorticella Linnaeus, 1767 (Ciliophora, Oligohymenophora, Peritrichia) is a Grade not a Clade']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Opisthonecta_minima	1	1	0	0	['EF417834']	[]	['']	[' A molecular phylogenetic investigation of Opisthonecta and related genera (Ciliophora, Peritrichia, Sessilida)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paralembus_digitiformis	1	1	0	0	['JQ956549']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_biaurelia	12	1	0	0	['FJ003955', 'FJ003954', 'FJ003952', 'FJ003951', 'FJ003950', 'FJ003949', 'FJ003948', 'FJ003947', 'FJ003946', 'FJ003945', 'FJ003944', 'FJ003943']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_buetschlii	1	1	0	0	['KM091234']	[]	['Norway']	[' New Paramecium (Ciliophora, Oligohymenophorea) congeners shape our view on its biodiversity']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_bursaria	26	6	0	0	['AB252002', 'AB252001', 'AB252000', 'AB699100', 'AB699099', 'AB699098', 'AB699097', 'AF100314', 'AB219526', 'AB206543', 'AB206544', 'AB206539', 'AB206537', 'AB206542', 'AB206541', 'AB206538', 'AB206540', 'AB206545', 'KC495070', 'KC495069', 'KC495068', 'KC495067', 'KC495066', 'KC495065', 'KC495064', 'KF017427']	[]	['', 'Australia', 'China', 'Germany', 'Japan', 'United Kingdom']	[' Intraspecific genetic divergence of Paramecium bursaria and re-construction of the paramecian phylogenetic tree', ' Photobiont Flexibility in Paramecium bursaria', ' Phylogenetic relationships of the genus Paramecium inferred from small subunit rRNA gene sequences', " Genetic evidence of 'American' and 'European' type symbiotic algae of Paramecium bursaria Ehrenberg", ' An intracelluar bacterium detected in a Paramecium strain', ' Multi-level genetic differentiation of the mitochondrial cytochrome oxidase c subunit I gene in genus Paramecium (Protista, Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_calkinsi	2	1	0	0	['AF100310', 'AF100301']	[]	['']	[' Phylogenetic relationships of the genus Paramecium inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_caudatum	9	5	0	0	['AB252003', 'AB252004', 'AB252005', 'AF217655', 'HE664171', 'HE662765', 'HE662764', 'HE662763', 'KF017426']	[]	['Japan', '', 'Germany', 'China']	[' Intraspecific genetic divergence of Paramecium bursaria and re-construction of the paramecian phylogenetic tree', ' Phylogenetic relationships of the Subclass Peniculia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences', " 'Candidatus Megaira polyxenophila' gen. nov., sp. nov.", ' Isolation, identification and molecular characterization of ciliates', ' Multi-level genetic differentiation of the mitochondrial cytochrome oxidase c subunit I gene in genus Paramecium (Protista, Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_chlorelligerum	2	2	0	0	['JX010740', 'KM091235']	[]	['Germany']	[' Morphological and Molecular Characterization of Paramecium (Viridoparamecium nov. subgen.) chlorelligerum Kahl (Ciliophora)', ' New Paramecium (Ciliophora, Oligohymenophorea) congeners shape our view on its biodiversity']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_decaurelia	4	1	0	0	['FJ003997', 'FJ003996', 'FJ003995', 'FJ003994']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_dodecaurelia	3	1	0	0	['FJ004001', 'FJ004000', 'FJ003999']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_duboscqui	3	3	0	0	['AM236094', 'AF100312', 'HM140398']	[]	['Russia', '']	[" Molecular characterization of the obligate endosymbiont 'Caedibacter macronucleorum'Fokin and Gortz, 1993 and of its host Paramecium duboscqui strain Ku4-8", ' Phylogenetic relationships of the genus Paramecium inferred from small subunit rRNA gene sequences', ' DNA barcoding and phylogenetic analysis of some ciliates']
